PET_PROFILE_ID	CUSTOMER_ID	PET_NAME	PET_TYPE	PET_BREED	PET_BREED_SIZE_TYPE	GENDER	WEIGHT_TYPE	SIZE_TYPE	BIRTHDAY	LIFE_STAGE	ADOPTED	ADOPTION_DATE	STATUS	STATUS_REASON	TIME_CREATED	TIME_UPDATED	WEIGHT	ALLERGY_COUNT	PHOTO_COUNT	PET_BREED_ID	PET_TYPE_ID	PET_NEW	FIRST_BIRTHDAY
73383297	9290585	Halea	Cat	Other		UNKN		UNK					Active		2020-12-02 05:39:10.665	2020-12-02 05:39:22.533	0.0	0	0	740	2	False	
104881770	52105109	Jackson	Dog	Labrador Retriever	L	MALE		L					Active		2022-11-20 08:14:00.160	2022-11-20 08:14:00.160		0	0	461	1	False	
107215348	25043986	Harley	Dog	Mixed / Unknown		UNKN		UNK					Active		2023-01-22 07:17:07.081	2023-01-22 07:17:07.081		0	0	586	1	False	
131658666	8701569	Coco	Dog	Mixed / Unknown		FMLE		SM	2021-07-15	A	False		Active		2024-10-28 11:55:48.299	2024-11-25 11:56:19.983	13.0	0	0	586	1	False	2022-07-15
115656427	32361695	Macy Strong	Dog	Mixed / Unknown		UNKN		UNK			False		Active		2023-08-28 13:40:25.558	2023-08-28 13:40:25.558		0	0	586	1	False	
95687237	6416281	Mr. Jones Strong	Cat	Other		MALE		UNK	2009-07-11	S	True	2009-09-09	Active		2022-04-11 06:43:32.826	2023-06-20 09:55:54.321	10.0	0	0	740	2	False	2010-07-11
100280142	11341520	Macy	Dog	Golden Retriever	L	FMLE		M	2022-03-30	A	True	2022-05-29	Active		2022-07-20 12:44:12.922	2023-05-12 04:55:02.776	50.0	0	0	439	1	False	2023-03-30
125674177	2761773	Balto	Dog	Mixed / Unknown		UNKN		UNK			False		Active		2024-05-31 13:06:38.814	2024-05-31 13:06:38.814		0	0	586	1	False	
103093134	263707900	Tuna	Cat	Other		UNKN		G			False		Active		2022-10-02 07:52:55.935	2022-10-02 07:52:55.935		0	0	740	2	False	
97364863	21707723	Marvel	Horse	Paso Fino		FMLE		G	2019-02-16		True	2019-02-16	Active		2022-05-16 16:40:37.130	2022-05-16 16:40:37.130	950.0	0	0	994	7	False	2020-02-16
82304049	22118400	Ringo	Dog	Goldendoodle	SM	MALE		L	2020-08-15	P	False		Active		2021-05-29 04:36:17.901	2022-08-31 06:24:37.606	74.0	0	0	440	1	False	2021-08-15
134389236	90658254	Faye	Horse	Arabian		FMLE		UNK	2002-04-01		False		Active		2025-01-03 07:51:17.937	2025-01-03 07:51:17.937	800.0	0	0	708	7	False	2003-04-01
72831715	14434343	chloe	Cat	Other		FMLE		UNK	2007-01-01	S	False		Active		2020-11-24 07:24:48.837	2021-06-16 03:22:42.373	20.0	0	0	740	2	False	2008-01-01
72831783	2881604	glory	Horse	Arabian		FMLE		UNK	2001-04-11		False		Active		2020-11-24 07:26:09.166	2021-06-16 03:22:35.307	900.0	0	0	708	7	False	2002-04-11
72831544	103963547	chessy	Cat	Himalayan		MALE		UNK	2006-06-20	S	False		Active		2020-11-24 07:21:50.029	2021-06-16 03:22:28.342	7.0	0	0	609	2	False	2007-06-20
72831620	128010621	Bubba	Cat	Exotic		MALE		UNK	2009-05-09	A	False		Active		2020-11-24 07:23:07.856	2021-06-16 03:22:52.963	25.0	0	0	607	2	False	2010-05-09
869850	12512880	Ramona	Cat	UNKNOWN	UNK	UNKN							Active		2018-07-29 14:49:43.705	2018-07-29 14:49:43.705	0.0	0	0	-1	2	False	
65815109	29615833	Jackson Ford Jensen	Dog	Golden Retriever	L	MALE		L	2008-07-15	S	True	2020-03-06	Inactive	Deceased	2020-07-15 05:30:05.699	2021-06-16 04:36:10.601	81.0	0	0	439	1	False	2009-07-15
80915635	6649858	Kennedy Louise	Dog	Mixed / Unknown		FMLE		L	2012-03-20	S	True	2021-03-15	Active		2021-04-27 20:59:11.888	2024-07-22 18:48:31.869	58.0	0	2	586	1	False	2013-03-20
63162858	5922651	Bindi Sue	Dog	Labrador Retriever	L	FMLE		L	2014-07-12	S	True	2020-01-25	Active		2020-06-02 00:30:38.867	2024-09-12 13:19:58.845	55.0	0	2	461	1	False	2015-07-12
47783933	29286464	Claytonk	Dog	UNKNOWN	UNK	UNKN		L					Deleted		2019-09-13 00:26:17.937	2019-09-27 08:41:51.481		0	0	-1	1	False	
5176945	23266344	Ranger 	Dog	Mixed / Unknown		MALE		L	2008-04-23	S	False		Inactive	Deceased	2019-04-23 08:42:19.840	2025-03-27 08:53:18.298	65.0	0	1	586	1	False	2009-04-23
37836841	16557560	Reid	Dog	Labrador Retriever	L	MALE		XL	2019-03-08	P	False		Inactive	Deceased	2019-05-23 05:38:46.387	2021-06-16 04:36:10.601	82.0	0	0	461	1	False	2020-03-08
37801929	158152778	Ginger	Dog	UNKNOWN	UNK	UNKN		L					Deleted	Other	2019-05-21 14:12:51.197	2020-07-02 04:50:25.555		0	0	-1	1	False	
37836824	5922651	Chloe	Dog	UNKNOWN	UNK	UNKN		L					Deleted	Other	2019-05-23 05:38:12.385	2020-07-02 04:51:04.733		0	0	-1	1	False	
48478512	4912926	Guster	Dog	UNKNOWN	UNK	UNKN		UNK					Deleted		2019-09-27 08:44:26.199	2020-09-24 02:50:57.981		0	0	-1	1	False	
5177036	27755452	Sally Jane 	Dog	UNKNOWN	UNK	UNKN		L					Deleted	Other	2019-04-23 08:46:52.616	2020-07-02 04:49:51.984		0	0	-1	1	False	
47783983	6581727	Clayton	Dog	UNKNOWN	UNK	UNKN		L					Deleted		2019-09-13 00:27:54.730	2019-09-27 08:41:22.230		0	0	-1	1	False	
137552638	73886673	Parker	Dog	Mixed / Unknown		MALE		L	2016-02-23	S	False		Active		2025-03-24 12:03:53.581	2025-03-24 12:03:53.581	58.0	0	0	586	1	False	2017-02-23
